标题                            	URL                                                         	分类名称	描述
领导留言板	http://liuyan.people.com.cn	名专栏	领导留言板,国内唯一的全国性领导干部留言板,为全国六十多位书记省长,数千位地市县级党政正职官员分别开通留言页面,供网友留言反映问题,供领导干部随时查阅，晓畅民意
千龙网（北京）	http://www.qianlong.com	地方重点新闻网站	千龙网由新京报社主办、北京千龙新闻网络传播有限责任公司运营。北京千龙新闻网络传播有限责任公司由新京报社控股。千龙网于2000年5月25日上线，是北京市属重点新闻网站、首都高端智库建设试点单位。
京报网	http://www.bjd.com.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
东方网（上海）	http://www.eastday.com	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
上观	https://www.shobserver.com/home	地方重点新闻网站	上观新闻是由解放日报社、文汇报社、新民晚报社联合推出新媒体品牌，聚焦深度和思想，提供精选原创新闻，深度分析评论，立足上海，面向全国，观察世界。
北方网（天津）	http://www.enorth.com.cn	地方重点新闻网站	北方网是由天津市委宣传部牵头，天津海河传媒中心主管，天津津云新媒体集团主办的省级新闻网站。2000年12月18日开通，2001年被中宣部确定为全国十大主流新闻网站之一。
华龙网（重庆）	http://www.cqnews.net	地方重点新闻网站	重庆华龙网集团股份有限公司（WWW.CQHLW.CN）成立于2000年12月20日，是国务院新闻办公室批准组建的首批省级重点新闻网站，由中共重庆市委宣传部主管，重庆日报报业集团、重庆市国有文化资产经营管理有限责任公司、重庆广播电视集团（总台）作为股东联手打造，是集数字报、广播、电视、网络、手机报、客户端、微博、微信、户外LED、杂志等“十媒一体”的重庆首个全媒体网站。
东北网（黑龙江）	https://www.dbw.cn	地方重点新闻网站	东北网是黑龙江影响力最强、访问量最大的综合性网站，是拥有新闻发布、资讯服务、视频播报、多语种传播、无线增值业务服务等多功能的新媒体平台，开设黑龙江新闻、视频、健康等40多个内容频道及论坛、博客、微博、微信等互动交流，提供最全面的黑龙江信息。
吉网（吉林）	http://www.cnjiwang.com	地方重点新闻网站	吉网（中国吉林网）是吉林省第一新闻网站,也是吉林省最大的地方资讯门户;提供吉林日报,城市晚报等多种数字报;每天发布大量有关吉林省,吉林人的新闻信息和专题,联系电话0431-82902222
东北新闻网（辽宁）	http://www.nen.com.cn	地方重点新闻网站	东北新闻网、新闻、发布新闻、辽宁新闻、传播信息、提供服务、权威媒体、辽宁门户、辽宁新闻门户网站、辽宁、时评、民生问政、直播、财经、房产、文明辽宁、融 · 视频、消费维权、文艺、税务、政府采购大型综合性新闻网站，全国重点地方新闻网站、报纸、广播、电视等多种媒体信息资源
北国网	http://www.lnd.com.cn	地方重点新闻网站	北国网是辽宁日报传媒集团旗下的官方综合性辽宁新闻门户网站，是获得国务院新闻办授权“关于在互联网登载新闻内容”的重点新闻网站之一，是辽宁省最具权威性的新闻综合性网站。
长城网（河北）	http://www.hebei.com.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
河北新闻网	http://www.hebnews.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
内蒙古新闻网	http://www.nmgnews.com.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
正北方网（内蒙古）	http://www.northnews.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
大河网（河南）	https://www.dahe.cn	地方重点新闻网站	大河网，河南省首家全国重点新闻网站，由中共河南省委宣传部主管，河南日报报业集团主办。大河网大河户外客户端，是河南最热闹的移动兴趣圈子和社交平台。
映象网	http://www.hnr.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
大众网（山东）	http://www.dzwww.com	地方重点新闻网站	作为山东省网络舆论宣传主阵地和新闻资讯权威发布平台，山东省互联网传媒集团建设以大众网为基础、以"海报新闻"和"山东手机报"客户端为平台、以全省16市地方频道建设为保障、以微博微信为延伸的互联网传播矩阵，打造深度影响亿万级用户的媒体生态圈。拥有山东大众信息产业有限公司、山东大鲁网络有限公司（鲁中网）、山东日新传媒有限责任公司（齐鲁晚报网）、青岛半岛网络有限公司（半岛网）和山东大众海蓝信息科技有...
齐鲁网	http://www.iqilu.com	地方重点新闻网站	齐鲁网是由山东广播电视台主办的山东第一视频门户，致力于打造山东人第一网上精神家园，山东第一民生服务平台，山东第一网络营销媒介。
胶东在线	http://www.jiaodong.net	地方重点新闻网站	胶东在线是山东省重点新闻网站网站，是网友了解烟台的首选网络媒体
黄河新闻网（山西）	http://www.sxgov.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
山西新闻网	http://www.sxrb.com	地方重点新闻网站	山西新闻,主流媒体,山西门户。山西新闻网是经国务院新闻办审核批准，由山西日报社主管、主办的山西省重点新闻网站。山西新闻网以“立足山西、传播山西、服务网友”为职责，走全媒体、多终端的发展道路，被中国互联网协会列为“全国百强网站”之一”。
西部网（陕西）	http://www.cnwest.com	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
群众新闻网	https://www.sxdaily.com.cn	地方重点新闻网站	群众新闻网是陕西日报为进一步组织群众、宣传群众、凝聚群众、服务群众，不断提升传播力、引导力、影响力、公信力而打造的新媒体平台。
中江网（江苏）	http://www.jschina.com.cn	地方重点新闻网站	中江网 – 中国江苏网是国务院新闻办确定的全国重点新闻网站,，由中共江苏省委宣传部主管，新华报业传媒集团主办。是新兴的省级主流媒体,是综合性、多媒体的江苏门户网站
浙江在线	http://www.zjol.com.cn	地方重点新闻网站	浙江在线是国务院新闻办确定的地方重点新闻网站，浙江省省级重点新闻网站和综合性门户网站。网站以“权威媒体、大众网站”为基本定位，内容影响力和经营实力已跃居全国地方网媒前列。2011年9月29日，浙江在线新闻网站纳入“浙报传媒”整体上市，成为国务院新闻办首批十家转企改制新闻网站中第一家成功登陆a股的网络媒体。
红网（湖南）	http://www.rednet.cn/index.html	地方重点新闻网站	湖南新闻综合门户网站，国内网站新闻影响力十强，中国地方新闻网站第一品牌，湖南省党网。2001年成立。提供新闻信息、生活资讯、视频直播、论坛博客、手机报、客户端、微博、电子商务、活动策划、舆情、广告等服务。设省直部门网群和13个市州、123个县市区分站。荣获过中国最具影响力新闻网站、中国十大创新传媒、最具品牌价值网站等荣誉，有百姓呼声、红辣椒评论等名牌栏目。
华声在线（湖南）	http://www.voc.com.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
荆楚网（湖北）	http://www.cnhubei.com	地方重点新闻网站	荆楚网由湖北日报传媒集团主办，湖北荆楚网络科技股份有限公司运营，是湖北最大的网络平台。业务涉及新闻资讯、财经房产、时尚娱乐、旅游信息、教育培训、短信服务、福利彩票、社区论坛等，并积极开拓电子商务、动画动漫、二维码产业。
长江网（武汉）	http://www.cjn.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
中安在线（安徽）	http://www.anhuinews.com	地方重点新闻网站	中安在线网站由安徽新媒体集团主办，是安徽省惟一重点新闻门户网站。网站提供权威、及时的安徽新闻，并汇集了安徽社会、经济、文化、生活等各个方面最新信息资讯，是安徽最具权威性最快捷全面的新闻网络传播平台。
四川新闻网	http://www.newssc.org	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
四川在线	https://www.scol.com.cn	地方重点新闻网站	四川门户网站，四川群众路线网，四川，成都，蓉城，天府，大熊猫，四川新闻，四川体育，四川人事，四川旅游，成都新闻，成都体育，成都人事，成都旅游，成都美女，成都美食，成都房产，成都汽车，成都财经，成都教育，医院，图片，交通，航班，健康，评论，论坛，团购，电子版，四川日报，华西都市报，天府早报，天府社区，四川微博，成都微博
中国江西网	https://www.jxcn.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
中国甘肃网	http://www.gscn.com.cn	地方重点新闻网站	中国甘肃网，是甘肃省地方重点新闻门户网站，是甘肃权威新闻发布平台和对外传播窗口。目前，有新闻、政务、文化等40多个频道，“两微两端”甘肃头条、飞天手机台和公众平台等粉丝量约千万，为用户提供新闻资讯、舆情监测、电商培训、纪录片拍摄、网络直播、VR航拍、广告传播等服务。
每日甘肃网	http://www.gansudaily.com.cn	地方重点新闻网站	甘肃最大最具影响力的综合性门户网站，由甘肃日报社主办，是经国务院新闻办批准的甘肃第一家重点新闻网站，提供最权威、最快捷、最全面的新闻资讯服务。依托甘肃省委机关报-甘肃日报及下属子报兰州晨报省内各市州党报等丰富的新闻资源，立足甘肃、面向全国，以最全最快的文字新闻、图片资讯、视频、播客、直播等新媒体技术实时报道甘肃、宣传甘肃，另开设论坛、社区、博客等自由互动交流空间。
宁夏新闻网	http://www.nxnews.net	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
青海新闻网	http://www.qhnews.com	地方重点新闻网站	青海新闻网,青海,青海新闻,青海视频新闻,青海要闻,青海新闻图片,青海新闻中心,我省,热点新闻,新闻事件,特别关注,法制新闻,经济新闻,时政市县新闻,科教文体新闻,专题新闻,深度报道,新闻追踪,青海新闻大事,热点回顾 ,焦点网谈,记者专栏,图片新闻,图片中心,精品摄影,美女图片,明星写真,青海车市,青海楼市,青海美食,青海美女,楚文化 ,经典青海,青海特产,青海名校,精品推荐,展会,健康,健...
云南网	http://www.yunnan.cn	地方重点新闻网站	云南,云南新闻,云南旅游,云南文化,云南经济,时政
多彩贵州网	http://www.gog.cn	地方重点新闻网站	贵州省唯一重点新闻门户网站和贵州省最大的全媒体数字平台
东南网（福建）	http://www.fjsen.com	地方重点新闻网站	东南网（www.fjsen.com）前身为福建东南新闻网，成立于2001年10月，是经国务院新闻办公室批准的具有新闻登载资质的省级重点新闻网站。东南网是福建省规模最大的新闻门户网站，设有新闻、互动、资讯等版块30多个频道200多个栏目。借助上千名专职记者和通讯员在各地的新闻采集，东南网每天提供新闻资讯数千条，致力打造最快的本地新闻、最强的时政报道。网站同时发布福建日报报业集团旗下各报刊的数字...
广西新闻网	http://www.gxnews.com.cn	地方重点新闻网站	广西新闻网是由国务院新闻办批准、自治区党委宣传部主管、广西日报传媒集团主办的全国重点新闻网站，打造“新闻+党务+政务+服务”平台，旗下有红豆社区、广西网视、桂声智库、桂管家等品牌栏目内容，已成为了解广西社会经济发展成就的可靠窗口。
南方网（广东）	http://www.southcn.com	地方重点新闻网站	南方网是全国最早一批创办的重点新闻网站，是广东省委机关网，由广东省委宣传部主管、南方报业传媒集团主办，是国内领先的以新闻为核心、技术引领、创新驱动的科技型主流网络媒体。
大洋网	https://www.dayoo.com	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
金羊网	http://www.ycwb.com	地方重点新闻网站	金羊网是广东省顶级报刊媒体羊城晚报集团旗下新媒体网站，华南区四大媒体网站之一，为用户提供最新新闻资讯等。并提供《羊城晚报》、《新快报》、《可乐生活》等多家报刊电子版！
南海网（海南）	http://www.hinews.cn	地方重点新闻网站	南海网由海南日报报业集团主办，是海南省唯一重点新闻网站，海南省最具影响力的综合门户网站，海南自贸港权威信息发布平台，第一时间发布最新的海南新闻和资讯。
天山网（新疆）	http://www.ts.cn	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
西藏新闻网	http://www.chinatibetnews.com	地方重点新闻网站	立足地方，服务大众，提供本地化新闻资讯与生活服务。
兵团网	http://www.bingtuannet.com	地方重点新闻网站	兵团网是由新疆生产建设兵团主办，兵团党委宣传部和兵团日报社承办的新疆生产建设兵团官方新闻门户网站。
兵团胡杨网	http://www.huyangnet.cn	地方重点新闻网站	胡杨网是经国务院新闻办公室审核批准，由新疆生产建设兵团党委宣传部主办、主管的省级重点新闻门户网站。
中共中央党校（国家行政学院）	http://www.ccps.gov.cn	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
中国浦东干部学院	https://www.celap.org.cn	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
中国井冈山干部学院	https://www.celaj.gov.cn	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
中国延安干部学院	http://www.celay.org.cn	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
全国宣传干部学院	http://www.npca.org.cn	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
中央社会主义学院	http://www.zysy.org.cn	干部学院	中央社会主义学院，是中国共产党创办并领导的统一战线性质的政治学院，是民主党派和无党派人士的联合党校，是开展党的统一战线工作的重要部门，是党和国家干部教育培训体系的重要组成部分，在党外代表人士教育培训工作中发挥着主渠道、主阵地的重要作用。
中国干部网络学院门户	https://www.cela.gov.cn/home	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
中国干部网络学院-党校（行政学院）分院	https://cela.gwypx.com.cn/?cela_sso_logged=false	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
中国干部网络学院-企业分院	https://cela.cbead.cn/#/home	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
中国大连高级经理学院	http://www.cbead.cn	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
全国政协机关干部在线学习网	https://qgzx.gwypx.com.cn/#/index	干部学院	专门从事党政干部教育培训的院校，提升干部素质与能力。
马克思恩格斯选集（第一卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c25d8beab04652eda664f67%2Fkowia9c50mm.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
马克思恩格斯选集（第二卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c25d8e3618e4e212109045f%2F336tvb45zh4.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
马克思恩格斯选集（第三卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c25d90bdcaa3a2e9d498698%2Fnopisirkgd.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
马克思恩格斯选集（第四卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c25d93008058e256c91f9d5%2F57bmeiuebix.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
列宁选集（第一卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c2818ccbd2b6c693e508ac4%2Fcpokgvq7fym.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
列宁选集（第二卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c281cddbe3f6d476f536092%2Fdpr284aak1a.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
列宁选集（第三卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c282652481b2c05fe8286a3%2F6jdj7fxjpni.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
列宁选集（第四卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c281c4b56dc9149bd01c882%2Fu1cjj599yy.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
资本论（第一卷）	https://article.xuexi.cn/articles/pdf/index.html?art_id=8346100746404790473	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
资本论（第二卷）	https://article.xuexi.cn/articles/pdf/index.html?art_id=10899148579024565842	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
资本论（第三卷）	https://article.xuexi.cn/articles/pdf/index.html?art_id=4971674427756836158	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
共产党宣言	https://article.xuexi.cn/articles/pdf/index.html?art_id=4971674427756836158	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
德意志意识形态	https://article.xuexi.cn/articles/pdf/index.html?art_id=609203039436973212	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
马克思主义的三个来源和三个组成部分	https://article.xuexi.cn/articles/pdf/index.html?art_id=9549403618801342862	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
家庭、私有制和国家的起源	https://article.xuexi.cn/articles/pdf/index.html?art_id=1952329933093066677	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
路德维希·费尔巴哈和德国古典哲学的终结	https://article.xuexi.cn/articles/pdf/index.html?art_id=10041823687562983025	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
反杜林论	https://article.xuexi.cn/articles/pdf/index.html?art_id=12576336089588605816	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
谈谈辩证法问题	https://article.xuexi.cn/articles/pdf/index.html?art_id=3779149009051815931	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
毛泽东选集（第一卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c248efa5947162fdbe73c8e%2Fqcm9yllzbj.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
毛泽东选集（第二卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c248f6fdecb054764fc5608%2Fctv3jbue08o.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
毛泽东选集（第三卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c24901bcafbdf0c9ca389aa%2F0qcowsxygkl.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
毛泽东选集（第四卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c2490a62cbde90fad76e9ba%2Ftkxt55zg6xt.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
邓小平文选（第一卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c248bd0923afa470533632a%2F63et3mvs6wo.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
邓小平文选（第二卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c248d2cbc8b7c0ca201328e%2F0krycslae7va.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
邓小平文选（第三卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c2499a6e671e031594ba30c%2Fjf98976mcyr.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
江泽民文选（第一卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c2484a0bb61ef2e4c483dd8%2Firlxjbcxi4.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
江泽民文选（第二卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c24865abdca982e55584ab8%2Fdj0q7zgf48u.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
江泽民文选（第三卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c248781a2506f2ea8ecdee2%2F2lv27j11c7g.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
胡锦涛文选（第一卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c24880cfb7a7d2a7c38e939%2Fvnms0qu83rr.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
胡锦涛文选（第二卷）	https://preview-pdf.xuexi.cn/preview/index.html?url=https%3A%2F%2Fpreview-pdf.xuexi.cn%2F5c2496dfdc50c12daa62f30d%2F5uxfuynd2wb.pdf&copy=1	经典著作	马克思主义经典作家原著，学习马克思主义理论的源头活水。
求是网	http://www.qstheory.cn	理论网站	求是网是中国共产党中央委员会机关刊《求是》杂志主办的理论宣传研究平台。求是网的目标定位是突出理论特色，既体现权威性、理论性、指导性，又体现时效性、开放性、互动性，发挥权威理论网站的引导、整合、服务功能，努力建设成为广大干部群众和理论工作者的理论宣传平台、思想激荡平台、学习交流平台、文献检索平台。
共产党员网	http://www.12371.cn	理论网站	共产党员网(www.12371.cn)是由中央组织部主管、中组部党员教育中心主办、央视网承办的党员教育平台。
理论网	http://www.cntheory.com	理论网站	《学习时报网》是由中共中央党校(国家行政学院)主管，中共中央党校报刊社主办的综合性马克思主义理论研究与宣传的互联网平台。《学习时报网》办网目标是根植实践沃土，推进理论创新；加强舆论引领，服务工作大局。努力成为鲜明的思想旗帜。
中国社会科学网	http://www.cssn.cn	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
理论中国网	http://www.theorychina.org	理论网站	理论中国网是中央党史和文献研究院主管主办的多语种理论外宣网站，通过中文，英文，法文，德文，日文，俄文，西班牙文，阿拉伯文8个语种，对外宣介习近平新时代中国特色社会主义思想、党的历史和理论，权威讲述中国共产党故事、党的领袖故事、中国故事。
人民论坛网	http://www.rmlt.com.cn	理论网站	人民论坛网为国家一类新闻网站、中央重点思想理论门户网站、中央网信办新闻信息稿源单位、全国行业新闻网站传播力10强网站。人民论坛网由人民日报社主管、人民论坛杂志社主办，坚持四个自信，弘扬中国精神，引领思想潮流，开创了“互联网+智库”的新型发展模式，获得国家首批数字转型示范单位等系列荣誉，作为中国思想理论网站的排头兵，被视为观察中国思想动态走向的“晴雨表”。
中国理论网	http://www.ccpph.com.cn	理论网站	中国理论网（2009年创建），中央宣传部主管、人民出版社主办的中央网信办重点理论网站。专注马克思主义理论研究与宣传，权威阐释习近平新时代中国特色社会主义思想，讲好中国共产党故事、领袖故事与新时代中国故事，推动理论创新与舆论引领。
马克思主义研究网	http://myy.cass.cn	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
思想政治工作	http://www.wenming.cn/zyh	理论网站	中国精神文明网网站（简称“中国文明网”）由中央宣传部、中央文明办主办, 是全国宣传思想战线和精神文明建设系统的门户网站，宗旨是传播文明、引领风尚。
人民日报理论版	http://theory.people.com.cn/GB/245417/index.html	理论网站	人民日报理论版 文汇 专家 干部说干事 张首映 黄十庆 郑 剑 吴 珺 马宏伟 彭国华 叶 帆 于春晖
人民网理论频道	http://theory.people.com.cn	理论网站	最权威的理论网站 网上理论学习园地 汇聚百家 理论天下 解读政策 传播新知
新华网理论频道	http://www.xinhuanet.com/politics/xhll.htm	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
光明思想理论网	http://theory.gmw.cn	理论网站	光明思想理论网是光明网精心打造的品牌之一，曾获得过中国新闻奖，还被国务院新闻办互联网新闻研究中心、互联网新闻信息服务工作委员会评选为中国互联网站品牌栏目（频道）。该频道以“解析理论热点、探求行动方略”为口号，紧紧依靠光明日报的理论、学术资源，开设了理论讲坛、专家视点、热点关注、图书推荐等栏目，网友可以在这里了解“六个为什么”、最新的理论动态，在线阅读精选理论文章。
中国经济网理论频道	http://views.ce.cn	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
中国日报网理论频道	http://china.chinadaily.com.cn/theory	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
中新网理论频道	http://www.chinanews.com/theory	理论网站	中国新闻网是知名的中文新闻门户网站，也是全球互联网中文新闻资讯最重要的原创内容供应商之一。依托中新社遍布全球的采编网络,每天24小时面向广大网民和网络媒体，快速、准确地提供文字、图片、视频等多样化的资讯服务。在新闻报道方面，中新网动态新闻及时准确，解释性报道角度独特，稿件被国内外网络媒体大量转载。
军网理论	http://www.81.cn/ll_208543/index.html	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
中国非公企业党建	http://www.fgdjw.com.cn	理论网站	非公党建网是由全国党建研究会非公有制经济组织党建研究专业委员会主办，《非公有制企业党建》杂志社承办的全国第一家非公领域党建专业网站。
宣讲家网（北京）	http://www.71.cn	理论网站	宣讲家网是全国独家高端报告视频智库、首家专业理论网站，传播马克思主义中国化的创新理论，辅导受众学习科学理论，学习贯彻党的理论和路线方针政策。以思想性、政治性、理论性、文献性为主要内容，是全国党委中心组和党委讲师团网上学习、交流的平台，是广大网友提高思想理论素养、增强人文知识底蕴，掌握时事政策的网上课堂。
理论之光（江苏）	http://www.jsllzg.cn	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
南方理论（广东）	http://theory.southcn.com	理论网站	南方理论--由广东省委宣传部理论处主办，南方网承办的网上学术交流的平台。本频道注重特色的原创宣传，充分整合利用广东省社科资源，结合时下理论热点问题策划专题，接受全国网友投稿。频道下设独家原创区、热点话题、理论专题、会议解读、中心组学习、岭南大讲坛、专家博客、理论关键词、热点网谈、网友论道、政经理论、党史党建、决策参考、领导干部论坛、为政参考、经典文库、学术观点、社会观察、文史哲教、政策解读、...
理响中国（山东）	http://theory.iqilu.com	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
理论之光（山东）	http://www.dzllzg.com	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
学术中原（河南）	https://theory.dahe.cn	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
桂在有理（广西）	http://lilun.gxnews.com.cn	理论网站	桂在有理，广西日报理论部、广西新闻网 联合主办
湖北理论信息网	http://www.hbllxx.com	理论网站	湖北理论信息网 湖北最大的党员干部理论教育
贵州理论网	http://gzllw.gog.cn/index.shtml	理论网站	专注于理论宣传与研究的专业网站，打造理论高地。
安徽理论网	http://ll.anhuinews.com	理论网站	安徽理论网，由安徽新媒体集团主办，为安徽理论思想分享阵地。
理论甘肃	http://ll.gansudaily.com.cn	理论网站	理论甘肃是由甘肃日报社主办，甘肃日报社评论部和每日甘肃网联合承办的甘肃最权威的理论网站，旨在打造甘肃第一理论品牌阵地。该频道紧紧依靠甘肃日报的理论和学术资源，开设了政策解读、大家讲坛、领导论政、智库思考、微言大义、以图论理、学习路上、思想书摘、党报要论等栏目，为甘肃在经济、文化、教育、法治、社会等各领域的理论建设提供网上智库资源，并为全省在各领域的理论创新成果开辟网上宣传阵地。
中国科学院文献情报中心	http://www.las.cas.cn	图书馆	中国科学院文献情报中心为中国科学院直属事业法人单位，立足中国科学院、面向全国，主要为自然科学、边缘交叉科学和高技术领域的科技自主创新提供文献信息保障、战略情报研究服务、公共信息服务平台支撑和科学交流与传播服务，同时通过国家科技图书文献平台和开展共建共享为国家创新体系其他领域的科研机构提供信息服务。围绕国家科技发展需求及中科院“率先行动”计划，积极建设分布式科技大数据知识资源体系，开展普惠的文...
NSTL国家科技图书文献中心	https://www.nstl.gov.cn	图书馆	知识宝库，提供丰富的纸质与数字文献资源保障。
中国科技资源共享网	https://www.nstl.gov.cn	图书馆	知识宝库，提供丰富的纸质与数字文献资源保障。
上海图书馆	https://library.sh.cn/?WxUg5ztDmi=1597716295027#/index	图书馆	上海图书馆
南京图书馆	http://www.jslib.org.cn	图书馆	知识宝库，提供丰富的纸质与数字文献资源保障。
重庆图书馆	http://www.cqlib.cn	图书馆	重庆图书馆是中国大型综合性的公共图书馆。首批“全国古籍重点保护单位”和“重庆市科普教育基地”，为文化部评定的“国家一级图书馆”。馆藏文献460多万册（件），并已形成在国内外都具有影响力的民国时期出版物、古籍线装书、联合国资料三大馆藏特色
山东省图书馆	http://www.sdlib.com	图书馆	知识宝库，提供丰富的纸质与数字文献资源保障。
